productype_name,brand_name,sla_name,warranty_months,incident_type_name,service_type_name,incident_response_minutes,severity_class
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,91,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,39,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,-9,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,19,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,0,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,14,Cosmatic
Hardware,HPE,24x7 4Hrs Response Time,60,Network Adapter Failure,Incident,35,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,20,Cosmatic
Other,F5,24x7 4Hrs Resolution Time,23,General Incident,Incident,4,Minor
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,4,Major
Server,HPE,24x7 6Hrs Resolution Time,2,Memory Failure,Incident,20,Major
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,10,Cosmatic
Switch,Cisco,24x7 4Hrs Resolution Time,23,Network Adapter Failure,Incident,24,Major
Server,HPE,24x7 4Hrs Response Time,60,OS / Firmware,Incident,0,Major
Hardware,HPE,24x7 4Hrs Response Time,60,Memory Failure,Incident,30,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Incident,0,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,General Incident,Incident,9,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,0,Minor
Server,HPE,24x7 4Hrs Response Time,48,General Incident,Request,48,Cosmatic
Firewall,Cisco,24x7 4Hrs Resolution Time,11,Software,Request,297,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,10,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,724,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,728,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Software,YIP,24x7 4Hrs Response Time,11,Maintenance System,Request,115,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,15,Hard Disk Drive Failure,Incident,-78,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,13,Minor
Storage,NetApp,24x7 4Hrs Response Time,59,Other Failure,Incident,19,Cosmatic
Security,YIP,9x5xNBD 4Hrs Response Time,60,Network Card Failure,Incident,0,Major
Software,VMWare,24x7 4Hrs Resolution Time,7,General Incident,Request,540,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,22,Major
Storage,NetApp,24x7 4Hrs Resolution Time,15,Hard Disk Drive Failure,Incident,22,Minor
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,4,Major
Software,Veritas,24x7 4Hrs Resolution Time,60,Backup Failure,Incident,-691,Minor
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,9,Major
Storage,HPE,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,9,Minor
Other,F5,24x7 4Hrs Resolution Time,23,General Incident,Request,13,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,41,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,30,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,1,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,16,Major
Server,DELL,24x7 4Hrs Response Time,11,Other Failure,Incident,66,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,114,Major
Software,VMWare,24x7 4Hrs Resolution Time,36,Software,Request,0,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,6,Minor
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,6,Major
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,4,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,60,General Incident,Request,1202,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,11,Major
Software,Red Hat,24x7 4Hrs Resolution Time,60,Software,Request,0,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,7,Minor
Software,Trend Micro,24x7 4Hrs Response Time,11,Software,Incident,18,Minor
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,-485,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,7,Major
Switch,Cisco,24x7 4Hrs Resolution Time,23,General Incident,Incident,9,Minor
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Request,-690,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Software,Request,5,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,85,Minor
Software,Veeam,24x7 4Hrs Resolution Time,11,Software,Request,15,Minor
Storage,EMC,24x7 4Hrs Resolution Time,11,General Incident,Incident,3,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,7,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,0,Minor
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,16,Minor
Server,DELL,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,27,Major
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,8,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,22,Minor
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,88,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,32,Major
Storage,NetApp,24x7 4Hrs Response Time,24,OS / Firmware,Incident,25,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,OS / Firmware,Incident,31,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,15,Major
Storage,HPE,24x7 4Hrs Resolution Time,12,Controller/Node Failure,Incident,2,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,19,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,6,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,15,Minor
Software,VMWare,24x7 4Hrs Resolution Time,14,Software,Incident,11,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,OS / Firmware,Incident,5,Major
Software,NetApp,24x7 4Hrs Response Time,11,General Incident,Request,25,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,5,Major
Software,Red Hat,24x7 4Hrs Resolution Time,60,Software,Request,0,Minor
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,10,Cosmatic
Server,HPE,24x7 6Hrs Resolution Time,2,Cache Battery Failure,Incident,11,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,26,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,133,Cosmatic
Software,Red Hat,24x7 4Hrs Response Time,12,Upgrade Software,Incident,23,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,6,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,8,Minor
Software,Veritas,24x7 4Hrs Response Time,60,OS / Firmware,Request,0,Minor
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,141,Minor
Server,HPE,24x7 6Hrs Resolution Time,2,Upgrade Software,Request,88,Cosmatic
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,0,Major
Storage,Veritas,24x7 4Hrs Resolution Time,60,General Incident,Incident,5,Major
Storage,NetApp,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,8,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,7,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,806,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,2,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,26,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,5,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,0,Minor
Storage,HPE,24x7 6Hrs Resolution Time,2,Hard Disk Drive Failure,Incident,90,Major
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Request,8,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,0,Minor
Server,HPE,24x7 6Hrs Resolution Time,2,Cache Battery Failure,Incident,71,Major
Storage,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,10,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,4,Minor
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Request,298,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,30,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,64,Minor
Storage,Veritas,24x7 4Hrs Resolution Time,60,General Incident,Incident,5,Major
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,20,Minor
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,10,Major
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Request,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,36,General Incident,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,94,Minor
Server,HPE,24x7 6Hrs Resolution Time,2,Upgrade Software,Request,1,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,15,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,2,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,0,Major
Hardware,HPE,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,30,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,720,Major
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,14,Major
Server,HPE,24x7 4Hrs Resolution Time,9,System Board Failure,Incident,24,Major
Server,HPE,24x7 4Hrs Resolution Time,36,Upgrade Software,Request,180,Cosmatic
Software,Trend Micro,24x7 4Hrs Response Time,11,Software,Incident,7,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,8,Minor
Hardware,Broadcom,24x7 4Hrs Resolution Time,11,Network Cable Failure,Incident,15,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,113,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,4,Major
Storage,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,10,Minor
Server,DELL,24x7 6Hrs Resolution Time,60,General Incident,Request,50,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,205,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,60,General Incident,Request,0,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,26,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,System Board Failure,Incident,0,Major
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,6,Major
Firewall,Palo Alto,24x7 4Hrs Resolution Time,23,General Incident,Incident,11,Minor
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,12,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,5,Minor
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,6,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,6,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Storage,NetApp,24x7 6Hrs Resolution Time,59,Network Adapter Failure,Incident,5,Minor
Server,HPE,9x5xNBD 4Hrs Response Time,36,OS / Firmware,Incident,14,Major
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,5,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,10,Minor
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,25,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,60,Minor
Hardware,HPE,24x7 4Hrs Response Time,60,Network Card Failure,Incident,43,Major
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,12,Major
Software,Veritas,24x7 6Hrs Response Time,36,Backup Failure,Incident,52,Major
Software,Veritas,24x7 4Hrs Response Time,11,Controller/Node Failure,Incident,2,Major
Server,HPE,9x5xNBD 4Hrs Response Time,36,General Incident,Incident,9,Major
Software,Veritas,24x7 4Hrs Response Time,11,Software,Incident,16,Minor
Software,Veritas,24x7 6Hrs Response Time,36,Backup Failure,Incident,10,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,591,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,8,Hard Disk Drive Failure,Incident,6,Minor
Storage,HPE,24x7 4Hrs Resolution Time,12,Maintenance System,Request,0,Cosmatic
Software,Red Hat,24x7 4Hrs Response Time,11,General Incident,Incident,57,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,26,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,14,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,0,Major
Hardware,HPE,24x7 4Hrs Response Time,60,Network Card Failure,Incident,37,Major
Server,Nutanix,24x7 6Hrs Resolution Time,68,General Incident,Request,1,Cosmatic
Other,F5,24x7 4Hrs Resolution Time,23,General Incident,Incident,9,Minor
Other,Veritas,24x7 4Hrs Response Time,23,General Incident,Incident,6,Major
Storage,HPE,24x7 4Hrs Resolution Time,14,Controller/Node Failure,Incident,6,Major
Server,Oracle,24x7 4Hrs Resolution Time,45,General Incident,Incident,30,Major
Server,DELL,24x7 6Hrs Resolution Time,60,General Incident,Request,50,Cosmatic
Software,Red Hat,24x7 4Hrs Response Time,12,General Incident,Incident,29,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,9,Major
Storage,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,7,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,7,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,4,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,7,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,5,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,4,Major
Storage,YIP,24x7 6Hrs Resolution Time,5755,General Incident,Request,21,Cosmatic
Storage,Veritas,24x7 4Hrs Resolution Time,60,General Incident,Incident,8,Critical
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,4,Minor
Server,HPE,24x7 6Hrs Response Time,14,General Incident,Incident,5,Major
Server,HPE,24x7 4Hrs Resolution Time,60,System Board Failure,Incident,0,Major
Server,Oracle,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,60,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,Controller/Node Failure,Incident,28,Critical
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,6,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,22,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,15,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,0,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,41,Cosmatic
Switch,Cisco,24x7 4Hrs Resolution Time,23,Network Adapter Failure,Incident,17,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,30,Major
Firewall,Palo Alto,24x7 4Hrs Resolution Time,23,Maintenance System,Request,6,Major
Software,Veeam,24x7 4Hrs Resolution Time,11,Software,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,2,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,6,Hard Disk Drive Failure,Incident,8,Major
Storage,HPE,24x7 4Hrs Resolution Time,9,Power Supply Failure,Incident,28,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,20,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,1,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,2,Major
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Request,7,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,12,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,4,Major
Hardware,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,25,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Major
Software,Red Hat,24x7 4Hrs Resolution Time,23,General Incident,Incident,9,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Request,4,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,1,Minor
Firewall,Palo Alto,24x7 4Hrs Resolution Time,23,General Incident,Incident,4,Major
Storage,NetApp,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,10,Minor
Hardware,DELL,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Server,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,106,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,43,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,34,Major
Switch,Cisco,24x7 4Hrs Resolution Time,23,General Incident,Incident,12,Major
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,7,Major
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,275,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Maintenance System,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,Memory Failure,Incident,59,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,8,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,103,Major
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,7,Major
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,8,Major
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,8,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,23,Major
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,6,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,4,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,4,Major
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Request,253,Cosmatic
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,0,Cosmatic
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,102,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,6,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Firewall,Palo Alto,24x7 4Hrs Resolution Time,23,Maintenance System,Request,28,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,29,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,8,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,30,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Request,0,Cosmatic
Software,YIP,24x7 4Hrs Response Time,11,Maintenance System,Request,149,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Request,51,Cosmatic
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,11,Major
Storage,NetApp,24x7 4Hrs Response Time,11,Network Adapter Failure,Incident,7,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,9,Cosmatic
Server,HPE,24x7 4Hrs Response Time,60,Memory Failure,Incident,5,Major
Server,HPE,24x7 6Hrs Response Time,14,General Incident,Incident,0,Critical
Software,YIP,24x7 4Hrs Response Time,11,Maintenance System,Request,126,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,127,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,1131,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,12,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,6,Major
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Request,30,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,39,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Configuration Change,Request,1,Major
Software,VMWare,24x7 4Hrs Response Time,11,Configuration Change,Incident,23,Major
Storage,YIP,24x7 6Hrs Resolution Time,5755,General Incident,Incident,57,Minor
Storage,YIP,24x7 6Hrs Resolution Time,5752,Controller/Node Failure,Incident,8,Critical
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,548,Minor
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,9,Cosmatic
Hardware,HPE,24x7 4Hrs Response Time,60,System Board Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,5,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,36,General Incident,Incident,0,Minor
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,8,Major
Server,HPE,24x7 6Hrs Response Time,67,General Incident,Request,0,Minor
Other,F5,24x7 4Hrs Resolution Time,23,Software,Incident,7,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,12,General Incident,Incident,6,Major
Storage,NetApp,24x7 4Hrs Resolution Time,12,General Incident,Incident,7,Major
Software,YIP,24x7 4Hrs Response Time,11,Maintenance System,Request,195,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,17,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,10,Cosmatic
Server,HPE,9x5xNBD 4Hrs Response Time,36,General Incident,Incident,6,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,1154,Major
Server,HPE,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,46,Major
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,4,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,4,Major
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,26,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Request,559,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,8,Major
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Incident,5,Minor
Software,Palo Alto,24x7 4Hrs Resolution Time,36,General Incident,Incident,1,Critical
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,24,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,7,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,5,Major
Software,Red Hat,24x7 4Hrs Response Time,12,General Incident,Incident,7,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,3,Critical
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,13,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,16,Major
Storage,Oracle,24x7 4Hrs Resolution Time,11,Other Failure,Incident,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,297,Minor
Software,Veritas,24x7 4Hrs Response Time,60,Software,Incident,50,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,5,Minor
Software,Trend Micro,24x7 4Hrs Response Time,3,General Incident,Incident,53,Minor
Software,Palo Alto,24x7 4Hrs Resolution Time,36,General Incident,Incident,4,Minor
Software,Trend Micro,24x7 6Hrs Resolution Time,11,General Incident,Request,10,Cosmatic
Software,Red Hat,24x7 6Hrs Resolution Time,11,General Incident,Request,67,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,11,Major
Software,Trend Micro,24x7 4Hrs Response Time,11,General Incident,Incident,12,Minor
Other,Veritas,24x7 4Hrs Response Time,23,General Incident,Incident,27,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,5,Major
Firewall,Cisco,24x7 4Hrs Resolution Time,23,Maintenance System,Request,28,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,79,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Request,15,Cosmatic
Storage,YIP,24x7 6Hrs Resolution Time,5755,General Incident,Request,34,Cosmatic
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Request,9,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,112,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,29,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,18,Cosmatic
Server,HPE,9x5xNBD 4Hrs Response Time,36,General Incident,Incident,3,Critical
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,19,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,3,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,29,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,67,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,19,Major
Storage,NetApp,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,35,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,52,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,168,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,32,Major
